SentID,Sentence,Lesson
311,今度の旅行は北海道に行くことになりました。,Lesson 13
312,この映画は面白いそうです。,Lesson 14
313,先生に質問したら、すぐに答えてくれました。,Lesson 14
314,もっと運動したほうがいいですよ。,Lesson 14
315,日本語を話せるようになりたいです。,Lesson 15
316,この本を読むのに時間がかかります。,Lesson 15
317,彼は毎日ジョギングをすることにしています。,Lesson 15
318,この公園は朝早くから人が多いです。,Lesson 16
319,ここではタバコを吸ってはいけません。,Lesson 16
320,明日は早く起きなければなりません。,Lesson 16
321,昨日、母が私にお弁当を作ってくれました。,Lesson 17
322,彼女が私を駅まで送ってくれました。,Lesson 17
323,先生に漢字を教えてもらいました。,Lesson 17
324,体に気をつけるように言われました。,Lesson 18
325,彼は仕事をしながら勉強しています。,Lesson 18
326,夜遅くまでゲームをしてしまいました。,Lesson 18
327,京都にはお寺がたくさんあります。,Lesson 19
328,この旅館はとても静かで落ち着きます。,Lesson 19
329,私は写真を撮るのが好きです。,Lesson 19
330,試験が終わったら、遊びに行きたいです。,Lesson 20
331,この問題は簡単そうですね。,Lesson 20
332,友達と旅行の計画を立てました。,Lesson 20
333,上司に新しい仕事を頼まれました。,Lesson 21
334,部屋をきれいにしておいてください。,Lesson 21
335,友達が誕生日にプレゼントをくれました。,Lesson 21
336,この店の料理は安いのに、とてもおいしいです。,Lesson 22
337,天気予報によると、明日は雨が降るそうです。,Lesson 22
338,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
339,試験に合格するために、毎日勉強しています。,Lesson 23
340,この映画はとても感動的でした。,Lesson 23
341,友達と一緒に写真を撮りました。,Lesson 23
342,漢字をもっと覚えれば、日本語が上手になります。,Lesson 24
343,このレストランは予約しなくても入れます。,Lesson 24
344,最近、運動不足なのでジムに通い始めました。,Lesson 24
345,この店のラーメンはとてもおいしいです。,Lesson 13
346,昨日、先生に会いました。,Lesson 13
347,今度の旅行は北海道に行くことになりました。,Lesson 13
348,この映画は面白いそうです。,Lesson 14
349,先生に質問したら、すぐに答えてくれました。,Lesson 14
350,もっと運動したほうがいいですよ。,Lesson 14
351,日本語を話せるようになりたいです。,Lesson 15
352,この本を読むのに時間がかかります。,Lesson 15
353,彼は毎日ジョギングをすることにしています。,Lesson 15
354,この公園は朝早くから人が多いです。,Lesson 16
355,ここではタバコを吸ってはいけません。,Lesson 16
356,明日は早く起きなければなりません。,Lesson 16
357,昨日、母が私にお弁当を作ってくれました。,Lesson 17
358,彼女が私を駅まで送ってくれました。,Lesson 17
359,先生に漢字を教えてもらいました。,Lesson 17
360,体に気をつけるように言われました。,Lesson 18
361,彼は仕事をしながら勉強しています。,Lesson 18
362,夜遅くまでゲームをしてしまいました。,Lesson 18
363,京都にはお寺がたくさんあります。,Lesson 19
364,この旅館はとても静かで落ち着きます。,Lesson 19
365,私は写真を撮るのが好きです。,Lesson 19
366,試験が終わったら、遊びに行きたいです。,Lesson 20
367,この問題は簡単そうですね。,Lesson 20
368,友達と旅行の計画を立てました。,Lesson 20
369,上司に新しい仕事を頼まれました。,Lesson 21
370,部屋をきれいにしておいてください。,Lesson 21
371,友達が誕生日にプレゼントをくれました。,Lesson 21
372,この店の料理は安いのに、とてもおいしいです。,Lesson 22
373,天気予報によると、明日は雨が降るそうです。,Lesson 22
374,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
375,試験に合格するために、毎日勉強しています。,Lesson 23
376,この映画はとても感動的でした。,Lesson 23
377,友達と一緒に写真を撮りました。,Lesson 23
378,漢字をもっと覚えれば、日本語が上手になります。,Lesson 24
379,このレストランは予約しなくても入れます。,Lesson 24
380,最近、運動不足なのでジムに通い始めました。,Lesson 24
381,この店のラーメンはとてもおいしいです。,Lesson 13
382,昨日、先生に会いました。,Lesson 13
383,今度の旅行は北海道に行くことになりました。,Lesson 13
384,この映画は面白いそうです。,Lesson 14
385,先生に質問したら、すぐに答えてくれました。,Lesson 14
386,もっと運動したほうがいいですよ。,Lesson 14
387,日本語を話せるようになりたいです。,Lesson 15
388,この本を読むのに時間がかかります。,Lesson 15
389,彼は毎日ジョギングをすることにしています。,Lesson 15
390,この公園は朝早くから人が多いです。,Lesson 16
391,ここではタバコを吸ってはいけません。,Lesson 16
392,明日は早く起きなければなりません。,Lesson 16
393,昨日、母が私にお弁当を作ってくれました。,Lesson 17
394,彼女が私を駅まで送ってくれました。,Lesson 17
395,先生に漢字を教えてもらいました。,Lesson 17
396,体に気をつけるように言われました。,Lesson 18
397,彼は仕事をしながら勉強しています。,Lesson 18
398,夜遅くまでゲームをしてしまいました。,Lesson 18
399,京都にはお寺がたくさんあります。,Lesson 19
400,この旅館はとても静かで落ち着きます。,Lesson 19
401,私は写真を撮るのが好きです。,Lesson 19
402,試験が終わったら、遊びに行きたいです。,Lesson 20
403,この問題は簡単そうですね。,Lesson 20
404,友達と旅行の計画を立てました。,Lesson 20
405,上司に新しい仕事を頼まれました。,Lesson 21
406,部屋をきれいにしておいてください。,Lesson 21
407,友達が誕生日にプレゼントをくれました。,Lesson 21
408,この店の料理は安いのに、とてもおいしいです。,Lesson 22
409,天気予報によると、明日は雨が降るそうです。,Lesson 22
410,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
411,試験に合格するために、毎日勉強しています。,Lesson 23
412,この映画はとても感動的でした。,Lesson 23
413,友達と一緒に写真を撮りました。,Lesson 23
414,漢字をもっと覚えれば、日本語が上手になります。,Lesson 24
415,このレストランは予約しなくても入れます。,Lesson 24
416,最近、運動不足なのでジムに通い始めました。,Lesson 24
417,この店のラーメンはとてもおいしいです。,Lesson 13
418,昨日、先生に会いました。,Lesson 13
419,今度の旅行は北海道に行くことになりました。,Lesson 13
420,この映画は面白いそうです。,Lesson 14
421,先生に質問したら、すぐに答えてくれました。,Lesson 14
422,もっと運動したほうがいいですよ。,Lesson 14
423,日本語を話せるようになりたいです。,Lesson 15
424,この本を読むのに時間がかかります。,Lesson 15
425,彼は毎日ジョギングをすることにしています。,Lesson 15
426,この公園は朝早くから人が多いです。,Lesson 16
427,ここではタバコを吸ってはいけません。,Lesson 16
428,明日は早く起きなければなりません。,Lesson 16
429,昨日、母が私にお弁当を作ってくれました。,Lesson 17
430,彼女が私を駅まで送ってくれました。,Lesson 17
431,先生に漢字を教えてもらいました。,Lesson 17
432,体に気をつけるように言われました。,Lesson 18
433,彼は仕事をしながら勉強しています。,Lesson 18
434,夜遅くまでゲームをしてしまいました。,Lesson 18
435,京都にはお寺がたくさんあります。,Lesson 19
436,この旅館はとても静かで落ち着きます。,Lesson 19
437,私は写真を撮るのが好きです。,Lesson 19
438,試験が終わったら、遊びに行きたいです。,Lesson 20
439,この問題は簡単そうですね。,Lesson 20
440,友達と旅行の計画を立てました。,Lesson 20
441,上司に新しい仕事を頼まれました。,Lesson 21
442,部屋をきれいにしておいてください。,Lesson 21
443,友達が誕生日にプレゼントをくれました。,Lesson 21
444,この店の料理は安いのに、とてもおいしいです。,Lesson 22
445,天気予報によると、明日は雨が降るそうです。,Lesson 22
446,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
447,試験に合格するために、毎日勉強しています。,Lesson 23
448,この映画はとても感動的でした。,Lesson 23
449,友達と一緒に写真を撮りました。,Lesson 23
450,漢字をもっと覚えれば、日本語が上手になります。,Lesson 24
451,このレストランは予約しなくても入れます。,Lesson 24
452,最近、運動不足なのでジムに通い始めました。,Lesson 24
453,この店のラーメンはとてもおいしいです。,Lesson 13
454,昨日、先生に会いました。,Lesson 13
455,今度の旅行は北海道に行くことになりました。,Lesson 13
456,この映画は面白いそうです。,Lesson 14
457,先生に質問したら、すぐに答えてくれました。,Lesson 14
458,もっと運動したほうがいいですよ。,Lesson 14
459,日本語を話せるようになりたいです。,Lesson 15
460,この本を読むのに時間がかかります。,Lesson 15
461,彼は毎日ジョギングをすることにしています。,Lesson 15
462,この公園は朝早くから人が多いです。,Lesson 16
463,ここではタバコを吸ってはいけません。,Lesson 16
464,明日は早く起きなければなりません。,Lesson 16
465,昨日、母が私にお弁当を作ってくれました。,Lesson 17
466,彼女が私を駅まで送ってくれました。,Lesson 17
467,先生に漢字を教えてもらいました。,Lesson 17
468,体に気をつけるように言われました。,Lesson 18
469,彼は仕事をしながら勉強しています。,Lesson 18
470,夜遅くまでゲームをしてしまいました。,Lesson 18
471,京都にはお寺がたくさんあります。,Lesson 19
472,この旅館はとても静かで落ち着きます。,Lesson 19
473,私は写真を撮るのが好きです。,Lesson 19
474,試験が終わったら、遊びに行きたいです。,Lesson 20
475,この問題は簡単そうですね。,Lesson 20
476,友達と旅行の計画を立てました。,Lesson 20
477,上司に新しい仕事を頼まれました。,Lesson 21
478,部屋をきれいにしておいてください。,Lesson 21
479,友達が誕生日にプレゼントをくれました。,Lesson 21
480,この店の料理は安いのに、とてもおいしいです。,Lesson 22
481,天気予報によると、明日は雨が降るそうです。,Lesson 22
482,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
483,試験に合格するために、毎日勉強しています。,Lesson 23
484,この映画はとても感動的でした。,Lesson 23
485,友達と一緒に写真を撮りました。,Lesson 23
486,漢字をもっと覚えれば、日本語が上手になります。,Lesson 24
487,このレストランは予約しなくても入れます。,Lesson 24
488,最近、運動不足なのでジムに通い始めました。,Lesson 24
489,この店のラーメンはとてもおいしいです。,Lesson 13
490,昨日、先生に会いました。,Lesson 13
491,今度の旅行は北海道に行くことになりました。,Lesson 13
492,この映画は面白いそうです。,Lesson 14
493,先生に質問したら、すぐに答えてくれました。,Lesson 14
494,もっと運動したほうがいいですよ。,Lesson 14
495,日本語を話せるようになりたいです。,Lesson 15
496,この本を読むのに時間がかかります。,Lesson 15
497,彼は毎日ジョギングをすることにしています。,Lesson 15
498,この公園は朝早くから人が多いです。,Lesson 16
499,ここではタバコを吸ってはいけません。,Lesson 16
500,明日は早く起きなければなりません。,Lesson 16
501,昨日、母が私にお弁当を作ってくれました。,Lesson 17
502,彼女が私を駅まで送ってくれました。,Lesson 17
503,先生に漢字を教えてもらいました。,Lesson 17
504,体に気をつけるように言われました。,Lesson 18
505,彼は仕事をしながら勉強しています。,Lesson 18
506,夜遅くまでゲームをしてしまいました。,Lesson 18
507,京都にはお寺がたくさんあります。,Lesson 19
508,この旅館はとても静かで落ち着きます。,Lesson 19
509,私は写真を撮るのが好きです。,Lesson 19
510,試験が終わったら、遊びに行きたいです。,Lesson 20
511,この問題は簡単そうですね。,Lesson 20
512,友達と旅行の計画を立てました。,Lesson 20
513,上司に新しい仕事を頼まれました。,Lesson 21
514,部屋をきれいにしておいてください。,Lesson 21
515,友達が誕生日にプレゼントをくれました。,Lesson 21
516,この店の料理は安いのに、とてもおいしいです。,Lesson 22
517,天気予報によると、明日は雨が降るそうです。,Lesson 22
518,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
519,試験に合格するために、毎日勉強しています。,Lesson 23
520,この映画はとても感動的でした。,Lesson 23
521,友達と一緒に写真を撮りました。,Lesson 23
522,漢字をもっと覚えれば、日本語が上手になります。,Lesson 24
523,このレストランは予約しなくても入れます。,Lesson 24
524,最近、運動不足なのでジムに通い始めました。,Lesson 24
525,この店のラーメンはとてもおいしいです。,Lesson 13
526,昨日、先生に会いました。,Lesson 13
527,今度の旅行は北海道に行くことになりました。,Lesson 13
528,この映画は面白いそうです。,Lesson 14
529,先生に質問したら、すぐに答えてくれました。,Lesson 14
530,もっと運動したほうがいいですよ。,Lesson 14
531,日本語を話せるようになりたいです。,Lesson 15
532,この本を読むのに時間がかかります。,Lesson 15
533,彼は毎日ジョギングをすることにしています。,Lesson 15
534,この公園は朝早くから人が多いです。,Lesson 16
535,ここではタバコを吸ってはいけません。,Lesson 16
536,明日は早く起きなければなりません。,Lesson 16
537,昨日、母が私にお弁当を作ってくれました。,Lesson 17
538,彼女が私を駅まで送ってくれました。,Lesson 17
539,先生に漢字を教えてもらいました。,Lesson 17
540,体に気をつけるように言われました。,Lesson 18
541,彼は仕事をしながら勉強しています。,Lesson 18
542,夜遅くまでゲームをしてしまいました。,Lesson 18
543,京都にはお寺がたくさんあります。,Lesson 19
544,この旅館はとても静かで落ち着きます。,Lesson 19
545,私は写真を撮るのが好きです。,Lesson 19
546,試験が終わったら、遊びに行きたいです。,Lesson 20
547,この問題は簡単そうですね。,Lesson 20
548,友達と旅行の計画を立てました。,Lesson 20
549,上司に新しい仕事を頼まれました。,Lesson 21
550,部屋をきれいにしておいてください。,Lesson 21
551,友達が誕生日にプレゼントをくれました。,Lesson 21
552,この店の料理は安いのに、とてもおいしいです。,Lesson 22
553,天気予報によると、明日は雨が降るそうです。,Lesson 22
554,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
555,試験に合格するために、毎日勉強しています。,Lesson 23
556,この映画はとても感動的でした。,Lesson 23
557,友達と一緒に写真を撮りました。,Lesson 23
558,漢字をもっと覚えれば、日本語が上手になります。,Lesson 24
559,このレストランは予約しなくても入れます。,Lesson 24
560,最近、運動不足なのでジムに通い始めました。,Lesson 24
561,この店のラーメンはとてもおいしいです。,Lesson 13
562,昨日、先生に会いました。,Lesson 13
563,今度の旅行は北海道に行くことになりました。,Lesson 13
564,この映画は面白いそうです。,Lesson 14
565,先生に質問したら、すぐに答えてくれました。,Lesson 14
566,もっと運動したほうがいいですよ。,Lesson 14
567,日本語を話せるようになりたいです。,Lesson 15
568,この本を読むのに時間がかかります。,Lesson 15
569,彼は毎日ジョギングをすることにしています。,Lesson 15
570,この公園は朝早くから人が多いです。,Lesson 16
571,ここではタバコを吸ってはいけません。,Lesson 16
572,明日は早く起きなければなりません。,Lesson 16
573,昨日、母が私にお弁当を作ってくれました。,Lesson 17
574,彼女が私を駅まで送ってくれました。,Lesson 17
575,先生に漢字を教えてもらいました。,Lesson 17
576,体に気をつけるように言われました。,Lesson 18
577,彼は仕事をしながら勉強しています。,Lesson 18
578,夜遅くまでゲームをしてしまいました。,Lesson 18
579,京都にはお寺がたくさんあります。,Lesson 19
580,この旅館はとても静かで落ち着きます。,Lesson 19
581,私は写真を撮るのが好きです。,Lesson 19
582,試験が終わったら、遊びに行きたいです。,Lesson 20
583,この問題は簡単そうですね。,Lesson 20
584,友達と旅行の計画を立てました。,Lesson 20
585,上司に新しい仕事を頼まれました。,Lesson 21
586,部屋をきれいにしておいてください。,Lesson 21
587,友達が誕生日にプレゼントをくれました。,Lesson 21
588,この店の料理は安いのに、とてもおいしいです。,Lesson 22
589,天気予報によると、明日は雨が降るそうです。,Lesson 22
590,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
591,試験に合格するために、毎日勉強しています。,Lesson 23
592,この映画はとても感動的でした。,Lesson 23
593,友達と一緒に写真を撮りました。,Lesson 23
594,漢字をもっと覚えれば、日本語が上手になります。,Lesson 24
595,このレストランは予約しなくても入れます。,Lesson 24
596,最近、運動不足なのでジムに通い始めました。,Lesson 24
597,この店のラーメンはとてもおいしいです。,Lesson 13
598,昨日、先生に会いました。,Lesson 13
599,今度の旅行は北海道に行くことになりました。,Lesson 13
600,この映画は面白いそうです。,Lesson 14
601,先生に質問したら、すぐに答えてくれました。,Lesson 14
602,もっと運動したほうがいいですよ。,Lesson 14
603,日本語を話せるようになりたいです。,Lesson 15
604,この本を読むのに時間がかかります。,Lesson 15
605,彼は毎日ジョギングをすることにしています。,Lesson 15
606,この公園は朝早くから人が多いです。,Lesson 16
607,ここではタバコを吸ってはいけません。,Lesson 16
608,明日は早く起きなければなりません。,Lesson 16
609,昨日、母が私にお弁当を作ってくれました。,Lesson 17
610,彼女が私を駅まで送ってくれました。,Lesson 17
611,先生に漢字を教えてもらいました。,Lesson 17
612,体に気をつけるように言われました。,Lesson 18
613,彼は仕事をしながら勉強しています。,Lesson 18
614,夜遅くまでゲームをしてしまいました。,Lesson 18
615,京都にはお寺がたくさんあります。,Lesson 19
616,この旅館はとても静かで落ち着きます。,Lesson 19
617,私は写真を撮るのが好きです。,Lesson 19
618,試験が終わったら、遊びに行きたいです。,Lesson 20
619,この問題は簡単そうですね。,Lesson 20
620,友達と旅行の計画を立てました。,Lesson 20
621,上司に新しい仕事を頼まれました。,Lesson 21
622,部屋をきれいにしておいてください。,Lesson 21
623,友達が誕生日にプレゼントをくれました。,Lesson 21
624,この店の料理は安いのに、とてもおいしいです。,Lesson 22
625,天気予報によると、明日は雨が降るそうです。,Lesson 22
626,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
627,試験に合格するために、毎日勉強しています。,Lesson 23
628,この映画はとても感動的でした。,Lesson 23
629,友達と一緒に写真を撮りました。,Lesson 23
630,漢字をもっと覚えれば、日本語が上手になります。,Lesson 24
631,このレストランは予約しなくても入れます。,Lesson 24
632,最近、運動不足なのでジムに通い始めました。,Lesson 24
633,この店のラーメンはとてもおいしいです。,Lesson 13
634,昨日、先生に会いました。,Lesson 13
635,今度の旅行は北海道に行くことになりました。,Lesson 13
636,この映画は面白いそうです。,Lesson 14
637,先生に質問したら、すぐに答えてくれました。,Lesson 14
638,もっと運動したほうがいいですよ。,Lesson 14
639,日本語を話せるようになりたいです。,Lesson 15
640,この本を読むのに時間がかかります。,Lesson 15
641,彼は毎日ジョギングをすることにしています。,Lesson 15
642,この公園は朝早くから人が多いです。,Lesson 16
643,ここではタバコを吸ってはいけません。,Lesson 16
644,明日は早く起きなければなりません。,Lesson 16
645,昨日、母が私にお弁当を作ってくれました。,Lesson 17
646,彼女が私を駅まで送ってくれました。,Lesson 17
647,先生に漢字を教えてもらいました。,Lesson 17
648,体に気をつけるように言われました。,Lesson 18
649,彼は仕事をしながら勉強しています。,Lesson 18
650,夜遅くまでゲームをしてしまいました。,Lesson 18
651,京都にはお寺がたくさんあります。,Lesson 19
652,この旅館はとても静かで落ち着きます。,Lesson 19
653,私は写真を撮るのが好きです。,Lesson 19
654,試験が終わったら、遊びに行きたいです。,Lesson 20
655,この問題は簡単そうですね。,Lesson 20
656,友達と旅行の計画を立てました。,Lesson 20
657,上司に新しい仕事を頼まれました。,Lesson 21
658,部屋をきれいにしておいてください。,Lesson 21
659,友達が誕生日にプレゼントをくれました。,Lesson 21
660,この店の料理は安いのに、とてもおいしいです。,Lesson 22
661,天気予報によると、明日は雨が降るそうです。,Lesson 22
662,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
663,試験に合格するために、毎日勉強しています。,Lesson 23
664,この映画はとても感動的でした。,Lesson 23
665,友達と一緒に写真を撮りました。,Lesson 23
666,漢字をもっと覚えれば、日本語が上手になります。,Lesson 24
667,このレストランは予約しなくても入れます。,Lesson 24
668,最近、運動不足なのでジムに通い始めました。,Lesson 24
669,この店のラーメンはとてもおいしいです。,Lesson 13
670,昨日、先生に会いました。,Lesson 13
671,今度の旅行は北海道に行くことになりました。,Lesson 13
672,この映画は面白いそうです。,Lesson 14
673,先生に質問したら、すぐに答えてくれました。,Lesson 14
674,もっと運動したほうがいいですよ。,Lesson 14
675,日本語を話せるようになりたいです。,Lesson 15
676,この本を読むのに時間がかかります。,Lesson 15
677,彼は毎日ジョギングをすることにしています。,Lesson 15
678,この公園は朝早くから人が多いです。,Lesson 16
679,ここではタバコを吸ってはいけません。,Lesson 16
680,明日は早く起きなければなりません。,Lesson 16
681,昨日、母が私にお弁当を作ってくれました。,Lesson 17
682,彼女が私を駅まで送ってくれました。,Lesson 17
683,先生に漢字を教えてもらいました。,Lesson 17
684,体に気をつけるように言われました。,Lesson 18
685,彼は仕事をしながら勉強しています。,Lesson 18
686,夜遅くまでゲームをしてしまいました。,Lesson 18
687,京都にはお寺がたくさんあります。,Lesson 19
688,この旅館はとても静かで落ち着きます。,Lesson 19
689,私は写真を撮るのが好きです。,Lesson 19
690,試験が終わったら、遊びに行きたいです。,Lesson 20
691,この問題は簡単そうですね。,Lesson 20
692,友達と旅行の計画を立てました。,Lesson 20
693,上司に新しい仕事を頼まれました。,Lesson 21
694,部屋をきれいにしておいてください。,Lesson 21
695,友達が誕生日にプレゼントをくれました。,Lesson 21
696,この店の料理は安いのに、とてもおいしいです。,Lesson 22
697,天気予報によると、明日は雨が降るそうです。,Lesson 22
698,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
699,試験に合格するために、毎日勉強しています。,Lesson 23
700,この映画はとても感動的でした。,Lesson 23
701,友達と一緒に写真を撮りました。,Lesson 23
702,漢字をもっと覚えれば、日本語が上手になります。,Lesson 24
703,このレストランは予約しなくても入れます。,Lesson 24
704,最近、運動不足なのでジムに通い始めました。,Lesson 24
705,この店のラーメンはとてもおいしいです。,Lesson 13
706,昨日、先生に会いました。,Lesson 13
707,今度の旅行は北海道に行くことになりました。,Lesson 13
708,この映画は面白いそうです。,Lesson 14
709,先生に質問したら、すぐに答えてくれました。,Lesson 14
710,もっと運動したほうがいいですよ。,Lesson 14
711,日本語を話せるようになりたいです。,Lesson 15
712,この本を読むのに時間がかかります。,Lesson 15
713,彼は毎日ジョギングをすることにしています。,Lesson 15
714,この公園は朝早くから人が多いです。,Lesson 16
715,ここではタバコを吸ってはいけません。,Lesson 16
716,明日は早く起きなければなりません。,Lesson 16
717,昨日、母が私にお弁当を作ってくれました。,Lesson 17
718,彼女が私を駅まで送ってくれました。,Lesson 17
719,先生に漢字を教えてもらいました。,Lesson 17
720,体に気をつけるように言われました。,Lesson 18
721,彼は仕事をしながら勉強しています。,Lesson 18
722,夜遅くまでゲームをしてしまいました。,Lesson 18
723,京都にはお寺がたくさんあります。,Lesson 19
724,この旅館はとても静かで落ち着きます。,Lesson 19
725,私は写真を撮るのが好きです。,Lesson 19
726,試験が終わったら、遊びに行きたいです。,Lesson 20
727,この問題は簡単そうですね。,Lesson 20
728,友達と旅行の計画を立てました。,Lesson 20
729,上司に新しい仕事を頼まれました。,Lesson 21
730,部屋をきれいにしておいてください。,Lesson 21
731,友達が誕生日にプレゼントをくれました。,Lesson 21
732,この店の料理は安いのに、とてもおいしいです。,Lesson 22
733,天気予報によると、明日は雨が降るそうです。,Lesson 22
734,彼は仕事が忙しくて、なかなか休めません。,Lesson 22
735,試験に合格するために、毎日勉強しています。,Lesson 23
736,この映画はとても感動的でした。,Lesson 23
737,友達と一緒に写真を撮りました。,Lesson 23
