SentID,Sentence,Lesson
287,昨日、新しい服を買いました。,Lesson 7
288,友達にプレゼントをもらいました。,Lesson 8
289,先生に質問をしました。,Lesson 8
290,このアニメはとても面白いです。,Lesson 8
291,朝ごはんを食べてから学校に行きました。,Lesson 9
292,彼の家は駅の近くにあります。,Lesson 9
293,学校の図書館はとても静かです。,Lesson 9
294,私はテニスをするのが好きです。,Lesson 10
295,友達とカフェで話しました。,Lesson 10
296,日本の文化に興味があります。,Lesson 10
297,試験が終わったら旅行に行きたいです。,Lesson 11
298,彼女と映画を見に行く予定です。,Lesson 11
299,アルバイトを探しています。,Lesson 11
300,風邪をひいたので、薬を飲みました。,Lesson 12
301,お茶を飲んだほうがいいですよ。,Lesson 12
302,この薬はよく効きます。,Lesson 12
303,私の名前は田中です。,Lesson 1
304,先生は日本人ですか？,Lesson 1
305,これは何ですか？,Lesson 2
306,このかばんはいくらですか？,Lesson 2
307,昨日、友達と映画を見ました。,Lesson 3
308,明日は学校に行きません。,Lesson 3
309,毎日コーヒーを飲みます。,Lesson 3
310,私は昨日、公園で散歩しました。,Lesson 4
311,この電車は何時に出ますか？,Lesson 4
312,週末に何をしましたか？,Lesson 4
313,このレストランの料理は美味しいです。,Lesson 5
314,彼女はとても優しい人です。,Lesson 5
315,夏休みに旅行に行きました。,Lesson 5
316,病院へ行ったほうがいいですよ。,Lesson 6
317,寒いのでコートを着たほうがいいですよ。,Lesson 6
318,毎日運動するのがいいと思います。,Lesson 6
319,この写真を見てください。,Lesson 7
320,彼はスポーツが得意です。,Lesson 7
321,昨日、新しい服を買いました。,Lesson 7
322,友達にプレゼントをもらいました。,Lesson 8
323,先生に質問をしました。,Lesson 8
324,このアニメはとても面白いです。,Lesson 8
325,朝ごはんを食べてから学校に行きました。,Lesson 9
326,彼の家は駅の近くにあります。,Lesson 9
327,学校の図書館はとても静かです。,Lesson 9
328,私はテニスをするのが好きです。,Lesson 10
329,友達とカフェで話しました。,Lesson 10
330,日本の文化に興味があります。,Lesson 10
331,試験が終わったら旅行に行きたいです。,Lesson 11
332,彼女と映画を見に行く予定です。,Lesson 11
333,アルバイトを探しています。,Lesson 11
334,風邪をひいたので、薬を飲みました。,Lesson 12
335,お茶を飲んだほうがいいですよ。,Lesson 12
336,この薬はよく効きます。,Lesson 12
337,私の名前は田中です。,Lesson 1
338,先生は日本人ですか？,Lesson 1
339,これは何ですか？,Lesson 2
340,このかばんはいくらですか？,Lesson 2
341,昨日、友達と映画を見ました。,Lesson 3
342,明日は学校に行きません。,Lesson 3
343,毎日コーヒーを飲みます。,Lesson 3
344,私は昨日、公園で散歩しました。,Lesson 4
345,この電車は何時に出ますか？,Lesson 4
346,週末に何をしましたか？,Lesson 4
347,このレストランの料理は美味しいです。,Lesson 5
348,彼女はとても優しい人です。,Lesson 5
349,夏休みに旅行に行きました。,Lesson 5
350,病院へ行ったほうがいいですよ。,Lesson 6
351,寒いのでコートを着たほうがいいですよ。,Lesson 6
352,毎日運動するのがいいと思います。,Lesson 6
353,この写真を見てください。,Lesson 7
354,彼はスポーツが得意です。,Lesson 7
355,昨日、新しい服を買いました。,Lesson 7
356,友達にプレゼントをもらいました。,Lesson 8
357,先生に質問をしました。,Lesson 8
358,このアニメはとても面白いです。,Lesson 8
359,朝ごはんを食べてから学校に行きました。,Lesson 9
360,彼の家は駅の近くにあります。,Lesson 9
361,学校の図書館はとても静かです。,Lesson 9
362,私はテニスをするのが好きです。,Lesson 10
363,友達とカフェで話しました。,Lesson 10
364,日本の文化に興味があります。,Lesson 10
365,試験が終わったら旅行に行きたいです。,Lesson 11
366,彼女と映画を見に行く予定です。,Lesson 11
367,アルバイトを探しています。,Lesson 11
368,風邪をひいたので、薬を飲みました。,Lesson 12
369,お茶を飲んだほうがいいですよ。,Lesson 12
370,この薬はよく効きます。,Lesson 12
371,私の名前は田中です。,Lesson 1
372,先生は日本人ですか？,Lesson 1
373,これは何ですか？,Lesson 2
374,このかばんはいくらですか？,Lesson 2
375,昨日、友達と映画を見ました。,Lesson 3
376,明日は学校に行きません。,Lesson 3
377,毎日コーヒーを飲みます。,Lesson 3
378,私は昨日、公園で散歩しました。,Lesson 4
379,この電車は何時に出ますか？,Lesson 4
380,週末に何をしましたか？,Lesson 4
381,このレストランの料理は美味しいです。,Lesson 5
382,彼女はとても優しい人です。,Lesson 5
383,夏休みに旅行に行きました。,Lesson 5
384,病院へ行ったほうがいいですよ。,Lesson 6
385,寒いのでコートを着たほうがいいですよ。,Lesson 6
386,毎日運動するのがいいと思います。,Lesson 6
387,この写真を見てください。,Lesson 7
388,彼はスポーツが得意です。,Lesson 7
389,昨日、新しい服を買いました。,Lesson 7
390,友達にプレゼントをもらいました。,Lesson 8
391,先生に質問をしました。,Lesson 8
392,このアニメはとても面白いです。,Lesson 8
393,朝ごはんを食べてから学校に行きました。,Lesson 9
394,彼の家は駅の近くにあります。,Lesson 9
395,学校の図書館はとても静かです。,Lesson 9
396,私はテニスをするのが好きです。,Lesson 10
397,友達とカフェで話しました。,Lesson 10
398,日本の文化に興味があります。,Lesson 10
399,試験が終わったら旅行に行きたいです。,Lesson 11
400,彼女と映画を見に行く予定です。,Lesson 11
401,アルバイトを探しています。,Lesson 11
402,風邪をひいたので、薬を飲みました。,Lesson 12
403,お茶を飲んだほうがいいですよ。,Lesson 12
404,この薬はよく効きます。,Lesson 12
405,私の名前は田中です。,Lesson 1
406,先生は日本人ですか？,Lesson 1
407,これは何ですか？,Lesson 2
408,このかばんはいくらですか？,Lesson 2
409,昨日、友達と映画を見ました。,Lesson 3
410,明日は学校に行きません。,Lesson 3
411,毎日コーヒーを飲みます。,Lesson 3
412,私は昨日、公園で散歩しました。,Lesson 4
413,この電車は何時に出ますか？,Lesson 4
414,週末に何をしましたか？,Lesson 4
415,このレストランの料理は美味しいです。,Lesson 5
416,彼女はとても優しい人です。,Lesson 5
417,夏休みに旅行に行きました。,Lesson 5
418,病院へ行ったほうがいいですよ。,Lesson 6
419,寒いのでコートを着たほうがいいですよ。,Lesson 6
420,毎日運動するのがいいと思います。,Lesson 6
421,この写真を見てください。,Lesson 7
422,彼はスポーツが得意です。,Lesson 7
423,昨日、新しい服を買いました。,Lesson 7
424,友達にプレゼントをもらいました。,Lesson 8
425,先生に質問をしました。,Lesson 8
426,このアニメはとても面白いです。,Lesson 8
427,朝ごはんを食べてから学校に行きました。,Lesson 9
428,彼の家は駅の近くにあります。,Lesson 9
429,学校の図書館はとても静かです。,Lesson 9
430,私はテニスをするのが好きです。,Lesson 10
431,友達とカフェで話しました。,Lesson 10
432,日本の文化に興味があります。,Lesson 10
433,試験が終わったら旅行に行きたいです。,Lesson 11
434,彼女と映画を見に行く予定です。,Lesson 11
435,アルバイトを探しています。,Lesson 11
436,風邪をひいたので、薬を飲みました。,Lesson 12
437,お茶を飲んだほうがいいですよ。,Lesson 12
438,この薬はよく効きます。,Lesson 12
439,私の名前は田中です。,Lesson 1
440,先生は日本人ですか？,Lesson 1
441,これは何ですか？,Lesson 2
442,このかばんはいくらですか？,Lesson 2
443,昨日、友達と映画を見ました。,Lesson 3
444,明日は学校に行きません。,Lesson 3
445,毎日コーヒーを飲みます。,Lesson 3
446,私は昨日、公園で散歩しました。,Lesson 4
447,この電車は何時に出ますか？,Lesson 4
448,週末に何をしましたか？,Lesson 4
449,このレストランの料理は美味しいです。,Lesson 5
450,彼女はとても優しい人です。,Lesson 5
451,夏休みに旅行に行きました。,Lesson 5
452,病院へ行ったほうがいいですよ。,Lesson 6
453,寒いのでコートを着たほうがいいですよ。,Lesson 6
454,毎日運動するのがいいと思います。,Lesson 6
455,この写真を見てください。,Lesson 7
456,彼はスポーツが得意です。,Lesson 7
457,昨日、新しい服を買いました。,Lesson 7
458,友達にプレゼントをもらいました。,Lesson 8
459,先生に質問をしました。,Lesson 8
460,このアニメはとても面白いです。,Lesson 8
461,朝ごはんを食べてから学校に行きました。,Lesson 9
462,彼の家は駅の近くにあります。,Lesson 9
463,学校の図書館はとても静かです。,Lesson 9
464,私はテニスをするのが好きです。,Lesson 10
465,友達とカフェで話しました。,Lesson 10
466,日本の文化に興味があります。,Lesson 10
467,試験が終わったら旅行に行きたいです。,Lesson 11
468,彼女と映画を見に行く予定です。,Lesson 11
469,アルバイトを探しています。,Lesson 11
470,風邪をひいたので、薬を飲みました。,Lesson 12
471,お茶を飲んだほうがいいですよ。,Lesson 12
472,この薬はよく効きます。,Lesson 12
473,私の名前は田中です。,Lesson 1
474,先生は日本人ですか？,Lesson 1
475,これは何ですか？,Lesson 2
476,このかばんはいくらですか？,Lesson 2
477,昨日、友達と映画を見ました。,Lesson 3
478,明日は学校に行きません。,Lesson 3
479,毎日コーヒーを飲みます。,Lesson 3
480,私は昨日、公園で散歩しました。,Lesson 4
481,この電車は何時に出ますか？,Lesson 4
482,週末に何をしましたか？,Lesson 4
483,このレストランの料理は美味しいです。,Lesson 5
484,彼女はとても優しい人です。,Lesson 5
485,夏休みに旅行に行きました。,Lesson 5
486,病院へ行ったほうがいいですよ。,Lesson 6
487,寒いのでコートを着たほうがいいですよ。,Lesson 6
488,毎日運動するのがいいと思います。,Lesson 6
489,この写真を見てください。,Lesson 7
490,彼はスポーツが得意です。,Lesson 7
491,昨日、新しい服を買いました。,Lesson 7
492,友達にプレゼントをもらいました。,Lesson 8
493,先生に質問をしました。,Lesson 8
494,このアニメはとても面白いです。,Lesson 8
495,朝ごはんを食べてから学校に行きました。,Lesson 9
496,彼の家は駅の近くにあります。,Lesson 9
497,学校の図書館はとても静かです。,Lesson 9
498,私はテニスをするのが好きです。,Lesson 10
499,友達とカフェで話しました。,Lesson 10
500,日本の文化に興味があります。,Lesson 10
501,試験が終わったら旅行に行きたいです。,Lesson 11
502,彼女と映画を見に行く予定です。,Lesson 11
503,アルバイトを探しています。,Lesson 11
504,風邪をひいたので、薬を飲みました。,Lesson 12
505,お茶を飲んだほうがいいですよ。,Lesson 12
506,この薬はよく効きます。,Lesson 12
507,私の名前は田中です。,Lesson 1
508,先生は日本人ですか？,Lesson 1
509,これは何ですか？,Lesson 2
510,このかばんはいくらですか？,Lesson 2
511,昨日、友達と映画を見ました。,Lesson 3
512,明日は学校に行きません。,Lesson 3
513,毎日コーヒーを飲みます。,Lesson 3
514,私は昨日、公園で散歩しました。,Lesson 4
515,この電車は何時に出ますか？,Lesson 4
516,週末に何をしましたか？,Lesson 4
517,このレストランの料理は美味しいです。,Lesson 5
518,彼女はとても優しい人です。,Lesson 5
519,夏休みに旅行に行きました。,Lesson 5
520,病院へ行ったほうがいいですよ。,Lesson 6
521,寒いのでコートを着たほうがいいですよ。,Lesson 6
522,毎日運動するのがいいと思います。,Lesson 6
523,この写真を見てください。,Lesson 7
524,彼はスポーツが得意です。,Lesson 7
525,昨日、新しい服を買いました。,Lesson 7
526,友達にプレゼントをもらいました。,Lesson 8
527,先生に質問をしました。,Lesson 8
528,このアニメはとても面白いです。,Lesson 8
529,朝ごはんを食べてから学校に行きました。,Lesson 9
530,彼の家は駅の近くにあります。,Lesson 9
531,学校の図書館はとても静かです。,Lesson 9
532,私はテニスをするのが好きです。,Lesson 10
533,友達とカフェで話しました。,Lesson 10
534,日本の文化に興味があります。,Lesson 10
535,試験が終わったら旅行に行きたいです。,Lesson 11
536,彼女と映画を見に行く予定です。,Lesson 11
537,アルバイトを探しています。,Lesson 11
538,風邪をひいたので、薬を飲みました。,Lesson 12
539,お茶を飲んだほうがいいですよ。,Lesson 12
540,この薬はよく効きます。,Lesson 12
541,私の名前は田中です。,Lesson 1
542,先生は日本人ですか？,Lesson 1
543,これは何ですか？,Lesson 2
544,このかばんはいくらですか？,Lesson 2
545,昨日、友達と映画を見ました。,Lesson 3
546,明日は学校に行きません。,Lesson 3
547,毎日コーヒーを飲みます。,Lesson 3
548,私は昨日、公園で散歩しました。,Lesson 4
549,この電車は何時に出ますか？,Lesson 4
550,週末に何をしましたか？,Lesson 4
551,このレストランの料理は美味しいです。,Lesson 5
552,彼女はとても優しい人です。,Lesson 5
553,夏休みに旅行に行きました。,Lesson 5
554,病院へ行ったほうがいいですよ。,Lesson 6
555,寒いのでコートを着たほうがいいですよ。,Lesson 6
556,毎日運動するのがいいと思います。,Lesson 6
557,この写真を見てください。,Lesson 7
558,彼はスポーツが得意です。,Lesson 7
559,昨日、新しい服を買いました。,Lesson 7
560,友達にプレゼントをもらいました。,Lesson 8
561,先生に質問をしました。,Lesson 8
562,このアニメはとても面白いです。,Lesson 8
563,朝ごはんを食べてから学校に行きました。,Lesson 9
564,彼の家は駅の近くにあります。,Lesson 9
565,学校の図書館はとても静かです。,Lesson 9
566,私はテニスをするのが好きです。,Lesson 10
567,友達とカフェで話しました。,Lesson 10
568,日本の文化に興味があります。,Lesson 10
569,試験が終わったら旅行に行きたいです。,Lesson 11
570,彼女と映画を見に行く予定です。,Lesson 11
571,アルバイトを探しています。,Lesson 11
572,風邪をひいたので、薬を飲みました。,Lesson 12
573,お茶を飲んだほうがいいですよ。,Lesson 12
574,この薬はよく効きます。,Lesson 12
575,私の名前は田中です。,Lesson 1
576,先生は日本人ですか？,Lesson 1
577,これは何ですか？,Lesson 2
578,このかばんはいくらですか？,Lesson 2
579,昨日、友達と映画を見ました。,Lesson 3
580,明日は学校に行きません。,Lesson 3
581,毎日コーヒーを飲みます。,Lesson 3
582,私は昨日、公園で散歩しました。,Lesson 4
583,この電車は何時に出ますか？,Lesson 4
584,週末に何をしましたか？,Lesson 4
585,このレストランの料理は美味しいです。,Lesson 5
586,彼女はとても優しい人です。,Lesson 5
587,夏休みに旅行に行きました。,Lesson 5
588,病院へ行ったほうがいいですよ。,Lesson 6
589,寒いのでコートを着たほうがいいですよ。,Lesson 6
590,毎日運動するのがいいと思います。,Lesson 6
591,この写真を見てください。,Lesson 7
592,彼はスポーツが得意です。,Lesson 7
593,昨日、新しい服を買いました。,Lesson 7
594,友達にプレゼントをもらいました。,Lesson 8
595,先生に質問をしました。,Lesson 8
596,このアニメはとても面白いです。,Lesson 8
597,朝ごはんを食べてから学校に行きました。,Lesson 9
598,彼の家は駅の近くにあります。,Lesson 9
599,学校の図書館はとても静かです。,Lesson 9
600,私はテニスをするのが好きです。,Lesson 10
601,友達とカフェで話しました。,Lesson 10
602,日本の文化に興味があります。,Lesson 10
603,試験が終わったら旅行に行きたいです。,Lesson 11
604,彼女と映画を見に行く予定です。,Lesson 11
605,アルバイトを探しています。,Lesson 11
606,風邪をひいたので、薬を飲みました。,Lesson 12
607,お茶を飲んだほうがいいですよ。,Lesson 12
608,この薬はよく効きます。,Lesson 12
609,私の名前は田中です。,Lesson 1
610,先生は日本人ですか？,Lesson 1
611,これは何ですか？,Lesson 2
612,このかばんはいくらですか？,Lesson 2
613,昨日、友達と映画を見ました。,Lesson 3
614,明日は学校に行きません。,Lesson 3
615,毎日コーヒーを飲みます。,Lesson 3
616,私は昨日、公園で散歩しました。,Lesson 4
617,この電車は何時に出ますか？,Lesson 4
618,週末に何をしましたか？,Lesson 4
619,このレストランの料理は美味しいです。,Lesson 5
620,彼女はとても優しい人です。,Lesson 5
621,夏休みに旅行に行きました。,Lesson 5
622,病院へ行ったほうがいいですよ。,Lesson 6
623,寒いのでコートを着たほうがいいですよ。,Lesson 6
624,毎日運動するのがいいと思います。,Lesson 6
625,この写真を見てください。,Lesson 7
626,彼はスポーツが得意です。,Lesson 7
627,昨日、新しい服を買いました。,Lesson 7
628,友達にプレゼントをもらいました。,Lesson 8
629,先生に質問をしました。,Lesson 8
630,このアニメはとても面白いです。,Lesson 8
631,朝ごはんを食べてから学校に行きました。,Lesson 9
632,彼の家は駅の近くにあります。,Lesson 9
633,学校の図書館はとても静かです。,Lesson 9
634,私はテニスをするのが好きです。,Lesson 10
635,友達とカフェで話しました。,Lesson 10
636,日本の文化に興味があります。,Lesson 10
637,試験が終わったら旅行に行きたいです。,Lesson 11
638,彼女と映画を見に行く予定です。,Lesson 11
639,アルバイトを探しています。,Lesson 11
640,風邪をひいたので、薬を飲みました。,Lesson 12
641,お茶を飲んだほうがいいですよ。,Lesson 12
642,この薬はよく効きます。,Lesson 12
643,私の名前は田中です。,Lesson 1
644,先生は日本人ですか？,Lesson 1
645,これは何ですか？,Lesson 2
646,このかばんはいくらですか？,Lesson 2
647,昨日、友達と映画を見ました。,Lesson 3
648,明日は学校に行きません。,Lesson 3
649,毎日コーヒーを飲みます。,Lesson 3
650,私は昨日、公園で散歩しました。,Lesson 4
651,この電車は何時に出ますか？,Lesson 4
652,週末に何をしましたか？,Lesson 4
653,このレストランの料理は美味しいです。,Lesson 5
654,彼女はとても優しい人です。,Lesson 5
655,夏休みに旅行に行きました。,Lesson 5
656,病院へ行ったほうがいいですよ。,Lesson 6
657,寒いのでコートを着たほうがいいですよ。,Lesson 6
658,毎日運動するのがいいと思います。,Lesson 6
659,この写真を見てください。,Lesson 7
660,彼はスポーツが得意です。,Lesson 7
661,昨日、新しい服を買いました。,Lesson 7
662,友達にプレゼントをもらいました。,Lesson 8
663,先生に質問をしました。,Lesson 8
664,このアニメはとても面白いです。,Lesson 8
665,朝ごはんを食べてから学校に行きました。,Lesson 9
666,彼の家は駅の近くにあります。,Lesson 9
667,学校の図書館はとても静かです。,Lesson 9
668,私はテニスをするのが好きです。,Lesson 10
669,友達とカフェで話しました。,Lesson 10
670,日本の文化に興味があります。,Lesson 10
671,試験が終わったら旅行に行きたいです。,Lesson 11
672,彼女と映画を見に行く予定です。,Lesson 11
673,アルバイトを探しています。,Lesson 11
674,風邪をひいたので、薬を飲みました。,Lesson 12
675,お茶を飲んだほうがいいですよ。,Lesson 12
676,この薬はよく効きます。,Lesson 12
677,私の名前は田中です。,Lesson 1
678,先生は日本人ですか？,Lesson 1
679,これは何ですか？,Lesson 2
680,このかばんはいくらですか？,Lesson 2
681,昨日、友達と映画を見ました。,Lesson 3
682,明日は学校に行きません。,Lesson 3
683,毎日コーヒーを飲みます。,Lesson 3
684,私は昨日、公園で散歩しました。,Lesson 4
685,この電車は何時に出ますか？,Lesson 4
686,週末に何をしましたか？,Lesson 4
687,このレストランの料理は美味しいです。,Lesson 5
688,彼女はとても優しい人です。,Lesson 5
689,夏休みに旅行に行きました。,Lesson 5
690,病院へ行ったほうがいいですよ。,Lesson 6
691,寒いのでコートを着たほうがいいですよ。,Lesson 6
692,毎日運動するのがいいと思います。,Lesson 6
693,この写真を見てください。,Lesson 7
694,彼はスポーツが得意です。,Lesson 7
695,昨日、新しい服を買いました。,Lesson 7
696,友達にプレゼントをもらいました。,Lesson 8
697,先生に質問をしました。,Lesson 8
698,このアニメはとても面白いです。,Lesson 8
699,朝ごはんを食べてから学校に行きました。,Lesson 9
700,彼の家は駅の近くにあります。,Lesson 9
701,学校の図書館はとても静かです。,Lesson 9
702,私はテニスをするのが好きです。,Lesson 10
703,友達とカフェで話しました。,Lesson 10
704,日本の文化に興味があります。,Lesson 10
705,試験が終わったら旅行に行きたいです。,Lesson 11
706,彼女と映画を見に行く予定です。,Lesson 11
707,アルバイトを探しています。,Lesson 11
708,風邪をひいたので、薬を飲みました。,Lesson 12
709,お茶を飲んだほうがいいですよ。,Lesson 12
710,この薬はよく効きます。,Lesson 12
711,私の名前は田中です。,Lesson 1
712,先生は日本人ですか？,Lesson 1
713,これは何ですか？,Lesson 2
714,このかばんはいくらですか？,Lesson 2
715,昨日、友達と映画を見ました。,Lesson 3
716,明日は学校に行きません。,Lesson 3
717,毎日コーヒーを飲みます。,Lesson 3
718,私は昨日、公園で散歩しました。,Lesson 4
719,この電車は何時に出ますか？,Lesson 4
720,週末に何をしましたか？,Lesson 4
721,このレストランの料理は美味しいです。,Lesson 5
722,彼女はとても優しい人です。,Lesson 5
723,夏休みに旅行に行きました。,Lesson 5
724,病院へ行ったほうがいいですよ。,Lesson 6
725,寒いのでコートを着たほうがいいですよ。,Lesson 6
726,毎日運動するのがいいと思います。,Lesson 6
727,この写真を見てください。,Lesson 7
728,彼はスポーツが得意です。,Lesson 7
729,昨日、新しい服を買いました。,Lesson 7
730,友達にプレゼントをもらいました。,Lesson 8
731,先生に質問をしました。,Lesson 8
732,このアニメはとても面白いです。,Lesson 8
733,朝ごはんを食べてから学校に行きました。,Lesson 9
734,彼の家は駅の近くにあります。,Lesson 9
735,学校の図書館はとても静かです。,Lesson 9
736,私はテニスをするのが好きです。,Lesson 10
737,友達とカフェで話しました。,Lesson 10
738,日本の文化に興味があります。,Lesson 10
739,試験が終わったら旅行に行きたいです。,Lesson 11
740,彼女と映画を見に行く予定です。,Lesson 11
741,アルバイトを探しています。,Lesson 11
742,風邪をひいたので、薬を飲みました。,Lesson 12
743,お茶を飲んだほうがいいですよ。,Lesson 12
744,この薬はよく効きます。,Lesson 12
745,私の名前は田中です。,Lesson 1
746,先生は日本人ですか？,Lesson 1
747,これは何ですか？,Lesson 2
748,このかばんはいくらですか？,Lesson 2
749,昨日、友達と映画を見ました。,Lesson 3
750,明日は学校に行きません。,Lesson 3
751,毎日コーヒーを飲みます。,Lesson 3
752,私は昨日、公園で散歩しました。,Lesson 4
753,この電車は何時に出ますか？,Lesson 4
754,週末に何をしましたか？,Lesson 4
755,このレストランの料理は美味しいです。,Lesson 5
756,彼女はとても優しい人です。,Lesson 5
757,夏休みに旅行に行きました。,Lesson 5
758,病院へ行ったほうがいいですよ。,Lesson 6
759,寒いのでコートを着たほうがいいですよ。,Lesson 6
760,毎日運動するのがいいと思います。,Lesson 6
761,この写真を見てください。,Lesson 7
762,彼はスポーツが得意です。,Lesson 7
763,昨日、新しい服を買いました。,Lesson 7
764,友達にプレゼントをもらいました。,Lesson 8
765,先生に質問をしました。,Lesson 8
766,このアニメはとても面白いです。,Lesson 8
767,朝ごはんを食べてから学校に行きました。,Lesson 9
768,彼の家は駅の近くにあります。,Lesson 9
769,学校の図書館はとても静かです。,Lesson 9
770,私はテニスをするのが好きです。,Lesson 10
771,友達とカフェで話しました。,Lesson 10
772,日本の文化に興味があります。,Lesson 10
773,試験が終わったら旅行に行きたいです。,Lesson 11
774,彼女と映画を見に行く予定です。,Lesson 11
775,アルバイトを探しています。,Lesson 11
776,風邪をひいたので、薬を飲みました。,Lesson 12
777,お茶を飲んだほうがいいですよ。,Lesson 12
778,この薬はよく効きます。,Lesson 12
779,私の名前は田中です。,Lesson 1
780,先生は日本人ですか？,Lesson 1
781,これは何ですか？,Lesson 2
782,このかばんはいくらですか？,Lesson 2
783,昨日、友達と映画を見ました。,Lesson 3
784,明日は学校に行きません。,Lesson 3
785,毎日コーヒーを飲みます。,Lesson 3
786,私は昨日、公園で散歩しました。,Lesson 4
787,この電車は何時に出ますか？,Lesson 4
788,週末に何をしましたか？,Lesson 4
789,このレストランの料理は美味しいです。,Lesson 5
790,彼女はとても優しい人です。,Lesson 5
791,夏休みに旅行に行きました。,Lesson 5
792,病院へ行ったほうがいいですよ。,Lesson 6
793,寒いのでコートを着たほうがいいですよ。,Lesson 6
794,毎日運動するのがいいと思います。,Lesson 6
795,この写真を見てください。,Lesson 7
796,彼はスポーツが得意です。,Lesson 7
797,昨日、新しい服を買いました。,Lesson 7
798,友達にプレゼントをもらいました。,Lesson 8
799,先生に質問をしました。,Lesson 8
800,このアニメはとても面白いです。,Lesson 8
801,朝ごはんを食べてから学校に行きました。,Lesson 9
802,彼の家は駅の近くにあります。,Lesson 9
803,学校の図書館はとても静かです。,Lesson 9
804,私はテニスをするのが好きです。,Lesson 10
805,友達とカフェで話しました。,Lesson 10
806,日本の文化に興味があります。,Lesson 10
807,試験が終わったら旅行に行きたいです。,Lesson 11
808,彼女と映画を見に行く予定です。,Lesson 11
809,アルバイトを探しています。,Lesson 11
810,風邪をひいたので、薬を飲みました。,Lesson 12
811,お茶を飲んだほうがいいですよ。,Lesson 12
812,この薬はよく効きます。,Lesson 12
813,私の名前は田中です。,Lesson 1
814,先生は日本人ですか？,Lesson 1
